post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details
pre2013_82548,20060706,2006,vallejo / benicia,vallejo,solano,850,2,,,0,,,,$850 / 2br - 2 bdrm duplex in vallejo for rent,,
pre2013_165111,20061223,2006,santa rosa,santa rosa,sonoma,700,1,,,0,,,,$700 / 1br - Santa rosa apartment [64],,
pre2013_108968,20040925,2004,redwood city,redwood city,san mateo,3800,3,,,0,,,,$3800 / 3br - HOUSE WITH A LAKE AND BOAT DOCK,,
pre2013_54545,20120222,2012,oakland east,oakland,alameda,1875,4,,1400.0,0,,,,$1875 / 4br - 1400ft² - Hidden Gem,,
pre2013_25952,20070910,2007,oakland lake merritt / downtown,oakland,alameda,920,1,,,0,,,,$920 / 1br - CHINA HILL. Large One Bedroom with Private Deck!,,
pre2013_44235,20111219,2011,mountain view,mountain view,santa clara,1375,1,,,0,,,,$1375 / 1br - Park Rich 1 Bedroom Apartment Home ,,
5503821118,20160323,2016,santa rosa,santa rosa,sonoma,1572,1,1.0,500.0,0,,,,Mar 22 Upgraded One Bed One Bath - Great Community Features   $1572 / 1br - 500ft2 -    (santa rosa)   resim har.,,
pre2013_140163,20050321,2005,mission district,san francisco,san francisco,2100,3,,,0,,,,$2100 / 3br - Sunny Victorian Flat ,,
pre2013_120687,20040717,2004,redwood city,redwood city,san mateo,1350,3,1.0,,0,,,,$1350 / 3br - 1 Bath DUPLEX + 1 Car Garage + EXTRA PKG. -  PHOTOs ◄ ,,
pre2013_15159,20120120,2012,santa rosa,santa rosa,sonoma,800,0,,,0,,,,$800 Beautiful Studio in SW Santa Rosa!!,,
5547412208,20160420,2016,santa cruz,santa cruz,santa cruz,2595,2,,1012.0,0,,,,4月 19 Furnished SC Westside Condo Near Beach/UCSC   $2595 / 2br - 1012ft2 -    (santa cruz)   图片 地图,,
pre2013_92351,20040809,2004,USF / anza vista,san francisco,san francisco,2099,3,,,0,,,,$2099 / 3br - Immaculate brand new flat Great area lots of Pkg USF Heaven,,
pre2013_53135,20120207,2012,san jose south,san jose,santa clara,1995,2,,1231.0,0,,,,$1995 / 2br - 1231ft² - Wonderful Condo in beautiful complex... MOVE IN NOW,,
5588822956,20160527,2016,san jose central,san jose,santa clara,1650,1,,600.0,0,,,,May 26 Hardwood Floor 2 Blocks away from SJ state close to downtown   $1650 / 1br - 600ft2 -    (san jose downtown)   pic map    hide this posting restore this posting,,
pre2013_35965,20111118,2011,san jose north,san jose,santa clara,1680,2,,831.0,0,,,,"$1680 / 2br - 831ft² - Safe, Cozy Condo in Berryessa",,
pre2013_108378,20040828,2004,daly city,daly city,san mateo,975,1,,,0,,,,$975 / 1br - Very nice 1bdrm in quiet five unit building *PHOTOS*,,
pre2013_115564,20040723,2004,santa cruz,santa cruz,santa cruz,1190,2,,,0,,,,$1190 / 2br - Walk to the beach and downtown!  Photos,,
4966844712,20150407,2015,larkspur,larkspur,marin,4265,3,,1282.0,0,,,,"Amazing Amenities, Prime Location and Superb Views, MUST SEE!",,
pre2013_64824,20120402,2012,san jose south,san jose,santa clara,2150,3,1.0,,0,,,,$2150 / 3br - Remodeled Kitchen & Baths w/ Granite Countertops,,
pre2013_135576,20050125,2005,berkeley,berkeley,alameda,1450,1,,,0,,,,$1450 / 1br - 1608 Walnut-> Behind Elephant pharmacy one block from Andronico's ,,
pre2013_86958,20031204,2003,berkeley,berkeley,alameda,925,0,,,0,,,,$925 / 0br - remodeled studio,,
pre2013_160239,20060207,2006,los gatos,los gatos,santa clara,1525,2,,,0,,,,"$1525 / 2br - 2ba, Upstairs with Large Balcony, Big Closets, Spacious",,
pre2013_128134,20041027,2004,hayward / castro valley,hayward,alameda,1095,2,,,0,,,,$1095 / 2br - $500 Off One Month's Rent! ,,
pre2013_29147,20110104,2011,oakland hills south,oakland,alameda,1400,2,,,0,,,,$1400 / 2br - Charming 2 Bd/1Ba. home for rent corner 55th and Normandie Ave. ,,
pre2013_129921,20041113,2004,burlingame / hillsborough,burlingame,san mateo,1250,1,,,0,,,,"$1250 / 1br - Very pretty 1 BR, 1 BA, brick duplex unit, gar, hardwood flrs - PICS ",,
pre2013_10434,20120103,2012,san jose west,san jose,santa clara,855,0,,,0,,,,$855 IMMACULATE + CHARMING COTTAGE STUDIO NR SANTANAROW/SCU/ROSEGARDEN,,
pre2013_98519,20041027,2004,inner richmond,san francisco,san francisco,2700,4,,,0,,,,$2700 / 4br - (2Weeks Free Rent)  Great House in Prime Location,,
pre2013_63307,20120329,2012,morgan hill,morgan hill,santa clara,1800,2,2.0,1104.0,0,,,,"$1800 / 2br - 1104ft² - UPSTAIRS UNIT, 2 Bedrooms, 2 Baths, 2 Car Tandem Garage",,
pre2013_78538,20080412,2008,mission district,san francisco,san francisco,3295,2,,,0,,,,"$3295 / 2br - 3 Huge, Remodeled Available Tree bedrooms in Mission -",,
4865945017,20150127,2015,san jose south,san jose,santa clara,1999,,,659.0,0,,,,ONLY $1999 today!Immediate move in available. Visit us for a tour.,,
pre2013_47215,20111230,2011,redwood city,redwood city,san mateo,1050,,,,0,,,,$1050 22 Arch St. # M1,,
4247471108,20131217,2013,richmond / point / annex,richmond,contra costa,1350,1,1.0,569.0,0,,37.91277,,    Dec 17 1b/1bath with all the Marina Bay Amenities!   $1350 / 1br - 569ft² -    (richmond / point / annex)   pic map   ,,"<p class=""row"" data-latitude=""37.912770"" data-longitude=""-122.340071"" data-pid=""4247471108""> <a class=""i"" data-id=""0:00P0P_lltfqzlSDkI"" href=""/web/20131217150609/http://sfbay.craigslist.org/eby/apa/4247471108.html""></a> ""star""> ""pl""> ""date"">Dec 17 <a href=""/web/20131217150609/http://sfbay.craigslist.org/eby/apa/4247471108.html"">1b/1bath with all the Marina Bay Amenities!</a>  ""l2""> ""price"">$1350 / 1br - 569ft² -  ""pnr""> <small> (richmond / point / annex)</small> ""px""> ""p""> pic <a class=""maptag"" data-pid=""4247471108"" href=""#"">map</a>   </p>"
pre2013_53738,20120211,2012,sunnyvale,sunnyvale,santa clara,2550,2,,1064.0,0,,,,"$2550 / 2br - 1064ft² - Top floor - bright & airy - remodeled & ready to move in - $1,000 OFF ",,
5439465418,20160208,2016,sunnyvale,sunnyvale,santa clara,2375,1,,,0,,,,Şub 8 Walk to Downtown Sunnyvale and Cal-Train   $2375 / 1br -    (sunnyvale)   resim har.,,
pre2013_46370,20111228,2011,berkeley downtown,berkeley,alameda,1050,1,,,0,,,,$1050 / 1br - One bedroom close to UC Berkeley campus!,,
pre2013_11735,20110724,2011,san leandro,san leandro,alameda,2100,3,,,0,,,,$2100 / 3br - 2Ba-near shops/BART; Open Sunday 7/24 10-noon,,
pre2013_144097,20050530,2005,oakland lake merritt / downtown,oakland,alameda,1550,2,,,0,,,,$1550 / 2br - Available now!! hrdwd floors 3 decks ,,
pre2013_113728,20040627,2004,santa cruz,santa cruz,santa cruz,1225,1,,,0,,,,$1225 / 1br - Walk to the beach and downtown!  Available now.  Photos,,
3812161190,20130518,2013,larkspur,larkspur,marin,2210,1,,,0,,37.948557,,    **One at this special price! Great location! Available now!**      $2210 / 1br -    (larkspur)   pic map   ,,"<p class=""row"" data-latitude=""37.948557"" data-longitude=""-122.506747"" data-pid=""3812161190""> <a class=""i"" data-id=""3G13If3M25N85I15H5d5hddfdaf584ff71a90.jpg"" href=""/web/20130518060127/http://sfbay.craigslist.org/nby/apa/3812161190.html""></a> ""pl""> ""star""> <a href=""/web/20130518060127/http://sfbay.craigslist.org/nby/apa/3812161190.html"">**One at this special price! Great location! Available now!**  </a>  ""l2""> ""pnr""> ""price"">$2210 / 1br -  ""pp""> <small> (larkspur)</small> ""px""> ""p""> pic <a class=""maptag"" data-pid=""3812161190"" href=""#"">map</a>   </p>"
pre2013_47587,20120103,2012,los altos,los altos,santa clara,8000,4,,4600.0,0,,,,"$8000 / 4br - 4600ft² - 3.5 Ba, Executive Home In Los Altos Hills",,
pre2013_6655,20090208,2009,santa rosa,santa rosa,sonoma,1800,3,,,0,,,,$1800 / 3br - House - 1714 St Anthony -,,
pre2013_142244,20050421,2005,nob hill,san francisco,san francisco,1100,0,,,0,,,,"$1100  - Nob Hill Studio  Views,Spacious,PHOTOS *OPEN:4/24 ",,
pre2013_160882,20060408,2006,willow glen / cambrian,cambrian,santa clara,1195,2.0,,,0,,,,$1195 / 2br - Large Two Bedroom Upstairs Unit.,,
pre2013_130603,20041120,2004,oakland hills north / montclair,oakland,alameda,875,1,,,0,,,,"$875 / 1br - Modern Style 1 bed, gated, Xtra Clean, OPEN HOUSE*Nice area ",,
pre2013_109429,20041015,2004,san mateo,san mateo,san mateo,1100,1,,,0,,,,$1100 / 1br - Country Club Style Living on the Peninsula!!!,,
pre2013_25165,20070208,2007,hayward / castro valley,hayward,alameda,950,1,,,0,,,,"$950 / 1br - CLEAN, CONVENIENT & COMFORTABLE, AVAIL NOW",,
pre2013_77907,20080228,2008,santa clara,santa clara,santa clara,1800,2,,,0,,,,$1800 / 2br - Great 2b/1bth-Must See- Only One Left-Move In Today -,,
pre2013_85239,20030605,2003,redwood city,redwood city,san mateo,1050,1,,,0,,,,$1050 / 1br - Deluxe with enclosed garage,,
pre2013_37940,20111124,2011,sea cliff,san francisco,san francisco,5995,3,,2300.0,0,,,,$5995 / 3br - 2300ft² - Stunning home with wonderful details,,
pre2013_125297,20040913,2004,san jose central,san jose,santa clara,1350,2,,,0,,,,$1350 / 2br - DUPLEX - Off of McLaughlin ; $500  *BONUS* ,,
pre2013_149976,20060614,2006,palo alto,palo alto,santa clara,1295,,,,0,,,,"$1295  - PALO ALTO PLAZA -GATED COMM, GE APPL, POOL, SPA, FIT CTR *Photos*",,
5310361148,20151120,2015,castro,san francisco,san francisco,3050,1,,850.0,0,,,,,,
pre2013_58331,20120315,2012,USF / anza vista,san francisco,san francisco,3695,1,,,0,,,,$3695 / 1br - A show stopping top floor large one bedroom plus office!,,
pre2013_472,20060718,2006,foster city,foster city,san mateo,2350,2,,,0,,,,$2350 / 2br - ***** Beautiful Apartment Homes Now Available *****,,
pre2013_122137,20040810,2004,novato,novato,marin,1800,3,,,0,,,,$1800 / 3br - 1800/3br-Novato-Western Oaks-End Unit.!!! ,,
4812677255,20150106,2015,santa cruz,santa cruz,santa cruz,2600,2,,,0,,,,Ol World Charm Home Open House,,
pre2013_39003,20111128,2011,cole valley,san francisco,san francisco,3000,1,,1188.0,0,,,,$3000 / 1br - 1188ft² - Large Unit with lots of natural light,,
pre2013_9030,20110106,2011,san jose north,san jose,santa clara,1405,1,,,0,,,,$1405 / 1br - Take a dip in our heated pool!,,
pre2013_114777,20040712,2004,sunnyvale,sunnyvale,santa clara,1900,3,,,0,,,,"$1900 / 3br - 2bths,  Private Single Family Home 4 Long-Term, Available ASAP!",,
pre2013_119661,20040706,2004,redwood city,redwood city,san mateo,800,1,,,0,,,,"$800 / 1br - clean, affordable, apartment ",,
pre2013_110784,20041114,2004,san bruno,san bruno,san mateo,895,1,,,0,,,,$895 / 1br - Nice unit in sunny San Bruno w/ private deck!,,
pre2013_111530,20041126,2004,foster city,foster city,san mateo,1650,2,1.5,,0,,,,$1650 / 2br - 1.5ba TOWNHOUSE APARTMENT WITH A GARDEN PATIO...,,
pre2013_53080,20120207,2012,bernal,san francisco,san francisco,2600,1,,,0,,,,$2600 / 1br -  Sunny top floor 1BR with dramatic views,,
5752154974,20160827,2016,napa county,napa county,napa,3350,2,2.5,1628.0,0,,,,"favorite this post   8월 26 1628sf 2bedroom, 2.2.5 Bath, Study, Garage   $3350  2br - 1628ft2 -    (napa county)   사진 지도        hide this posting    restore this posting",,
5600634869,20160527,2016,los gatos,los gatos,santa clara,4995,3,,1400.0,0,,,,"May 26 CUTE, CLEAN, QUIET STREET. PET OK. Campbell-LG Border.   $4995 / 3br - 1400ft2 -    (los gatos)   pic    hide this posting restore this posting",,
pre2013_146303,20060410,2006,nob hill,san francisco,san francisco,800,0,,,0,,,,$800  - Studio Available May 1st. ( taking over the lease ),,
pre2013_65259,20120413,2012,santa clara,santa clara,santa clara,2400,3,,1184.0,0,,,,"$2400 / 3br - 1184ft² - Large 3 Bedroom, Top Corner, Available 4/23/12!!!",,
pre2013_4835,20071028,2007,los altos,los altos,santa clara,1360,1,,,0,,,,$1360 / 1br - Cozy Semi-Cottage in Los Altos Hills with breath taking bay View,,
5449968313,20160216,2016,russian hill,san francisco,san francisco,2960,1,1.0,1014.0,0,,,,"Şub 15 ***Meticulously maintained ""1 Bed/1 Bath"" Russian Hill condo!!!   $2960 / 1br - 1014ft2 -    (russian hill)   resim har.",,
pre2013_142481,20050425,2005,napa county,napa county,napa,1100,2,,,0,,,,$1100 / 2br - Large 2 Bedroom in Best North Soscol Location! ,,
pre2013_14589,20120117,2012,oakland north,oakland,alameda,1695,1,,,0,,,,$1695 / 1br -  NEW Unique Work/Live Unit,,
pre2013_12915,20120105,2012,watsonville,watsonville,santa cruz,2700,4.0,,1900.0,0,,,,$2700 / 4br - 1900ft² - House for Rent With Option to Buy,,
pre2013_154423,20070427,2007,boulder cr,boulder cr,santa cruz,1175,2,,,0,,,,"$1175 / 2br - Large, House,,quiet area, 1 1/2 miles from town",,
pre2013_104715,20040629,2004,mountain view,mountain view,santa clara,2000,3,2.0,,0,,,,"$2000 / 3br - 2 Bath, 2 car garage Single Family Home...Nice!!",,
pre2013_104160,20040619,2004,redwood city,redwood city,san mateo,1095,1,,,0,,,,"$1095 / 1br - State of the Art! Private, Quiet, Clean,Photos",,
pre2013_163148,20060326,2006,napa county,napa county,napa,1250,2,1.0,,0,,,,$1250 / 2br - 2 bedroom 1 bath in old town napa,,
pre2013_44554,20111220,2011,san mateo,san mateo,san mateo,1150,1,,570.0,0,,,,$1150 / 1br - 570ft² - remodeled & ready now,,
pre2013_99066,20041102,2004,inner richmond,san francisco,san francisco,1400,1,,,0,,,,$1400 / 1br - THIS BRIGHT SUNNY 1 BR IS FOR YOU and YOURS?,,
pre2013_105898,20040715,2004,daly city,daly city,san mateo,900,1,,,0,,,,$900 / 1br - $900 / 1br - *** NEWLY RE-DECORATED CLOSE TO SHOPS AND TRANSPORTATION,,
4600390444,20140803,2014,sunnyvale,sunnyvale,santa clara,2860,2,2.0,1035.0,0,,,,"Amazing View, Serene &amp; Relaxing Two Bed Two Bath Apt Home",,
pre2013_91553,20040724,2004,SOMA / south beach,san francisco,san francisco,2195,1,,,0,,,,"$2195 / 1br - New Sophisticated Hi-Rise Condo w/ View, Pool, Fitness Ctr, Parking",,
5413900525,20160122,2016,oakland lake merritt / downtown,oakland,alameda,2800,3,,1750.0,0,,,,Oca 21 Immaculate Sunny Victorian   $2800 / 3br - 1750ft2 -    (oakland lake merritt / grand)   resim har.,,
pre2013_138172,20050223,2005,berkeley north / hills,berkeley,alameda,1700,2,,,0,,,,$1700 / 2br - Remodled Home With Many Features ,,
pre2013_3208,20061208,2006,santa clara,santa clara,santa clara,1295,1,,,0,,,,"$1295 / 1br - ***Great Loc-Pool/Spa, GE appliancs, AC, FP avail, FitCenter! *(Pics)*",,
pre2013_96469,20040923,2004,inner richmond,san francisco,san francisco,795,0,,,0,,,,"$795  - 3032 Fulton St/6th Av bright, quiet, top floor studio crpt 387-2251",,
pre2013_137204,20050213,2005,santa rosa,santa rosa,sonoma,1695,4,,,0,,,,$1695 / 4br - Very  Clean ,,
pre2013_63444,20120329,2012,san mateo,san mateo,san mateo,2929,2,,1125.0,0,,,,$2929 / 2br - 1125ft² - Express yourself at BRIDGEPOINTE APARTMENTS in San Mateo ,,
pre2013_158797,20060528,2006,millbrae,millbrae,san mateo,2650,4,2.0,,0,,,,"$2650 / 4br - Beautiful, Spacious, 4Br, 2Ba house - Available Now!",,
5367931888,20151225,2015,cole valley,san francisco,san francisco,3900,1,,800.0,0,,,,,,
pre2013_126937,20041015,2004,oakland lake merritt / downtown,oakland,alameda,1595,,,,0,,,,$1595  - /// BEAUTIFUL CORNER APT - sweeping windows/views - JACK LONDON SQ /// ,,
5300575084,20151106,2015,santa cruz,santa cruz,santa cruz,3034,2,,1016.0,0,,,,Enjoy Countryside Coastal Living w/a Modern Community! W/D included!,,
6480284704,20180201,2018,oakland lake merritt / downtown,oakland,alameda,488,1,1.0,,0,2795,37.329219,-121.895821,Madrone Hotel Single Room Only (SRO),"Apartment walking distance to VTA Light Rail, Caltrain Station, Bus, and Downtown San Jose.Near Highway 87, off of Park Ave.  Dine-in kitchen, living room, full bathroom, and one bedroom.  Approximately 500 s.f.  Quiet upstairs unit, ideal for one person.  Kitchen features gas stove with oven, hood, and refrigerator. Includes wall heating, coin-operated laundry on-site, and 1 carport space.   Rent: $1,895.00/monthRent includes water, garbage & landscapeSecurity Deposit: $1,895.00Application Fee: $30.00No Pets and No Smoking AllowedDeposits subject to Credit & Income qualifications, and background check.FOR MORE INFORMATION please email me with your phone number so I can get back to you or call  show contact info.","<p class=""attrgroup"">""shared-line-bubble"">1BR / 1Ba""shared-line-bubble"">500ft2""housing_movein_now property_date shared-line-bubble"" data-date=""2018-02-01"" data-today_msg=""available now"">available feb 1</p>"
5291240504,20151029,2015,mission district,san francisco,san francisco,4395,2,,,0,,,,New Construction! 2 BR + Huge Deck + Top Floor Flat in Amazing L,,
pre2013_33516,20111112,2011,sonoma,sonoma,sonoma,850,0,,350.0,0,,,,$850 / 350ft² - Private Studio in El Verano,,
pre2013_141027,20050330,2005,sunnyvale,sunnyvale,santa clara,1695,3,,,0,,,,$1695 / 3br - HUGE APT - WEDNESDAY DISCOUNT! ,,
pre2013_92329,20040809,2004,excelsior / outer mission,san francisco,san francisco,650,,,,0,,,,$650  - ROOM FOR RENT,,
4227361553,20131228,2013,nob hill,san francisco,san francisco,1795,0,,,0,,,,    Dec 27 Great Lower Nob Hill Studio AVAILABLE! Sunny & Quiet!   $1795   (lower nob hill)   pic   ,,"<p class=""row"" data-pid=""4227361553""> <a class=""i"" data-id=""0:00J0J_kyLjvsZmVVO"" href=""/web/20131228022803/http://sfbay.craigslist.org/sfc/apa/4227361553.html""></a> ""star""> ""pl""> ""date"">Dec 27 <a href=""/web/20131228022803/http://sfbay.craigslist.org/sfc/apa/4227361553.html"">Great Lower Nob Hill Studio AVAILABLE! Sunny &amp; Quiet!</a>  ""l2""> ""price"">$1795 ""pnr""> <small> (lower nob hill)</small> ""px""> ""p""> pic   </p>"
pre2013_61441,20120323,2012,redwood city,redwood city,san mateo,2000,1,,680.0,0,,,,$2000 / 1br - 680ft² - 1Bedroom In-law unit in Emerald Hills,,
pre2013_67609,20120518,2012,san jose south,san jose,santa clara,1470,2,,808.0,0,,,,"$1470 / 2br - 808ft² - SPECIAL! W/D Hookups, Central Heat/Air!",,
pre2013_51837,20120124,2012,financial district,san francisco,san francisco,4050,2,,,0,,,,"$4050 / 2br - Spacious 2 BD/2BA! Balcony, Dishwasher and Phenomenal View! ",,
pre2013_12228,20110724,2011,vallejo / benicia,vallejo,solano,1895,4,,,0,,,,$1895 / 4br - reduced Vallejo House 4/3 in west Meadows,,
pre2013_129655,20041111,2004,tiburon / belvedere,belvedere,marin,5800,4,,,0,,,,$5800 / 4br - TIBURON VIEW NEAR LATTES & FERRY ,,
pre2013_64302,20120331,2012,rohnert pk / cotati,rohnert park,sonoma,1450,2,,916.0,0,,,,"$1450 / 2br - 916ft² - Luxury,Garden Townhouse Close to Everything,Large Yard,Pool!",,
